symbol,exit_reason,duration_h,size_usd,peak_pct,net_pnl,pnl_pct
CVCUSDT,TRAILING,0,2500.0,3.44,30.4238,1.217
DEXEUSDT,TRAILING,0,1348.76,4.52,30.7244,2.278
DEXEUSDT,STOP_LOSS,0,2530.57,2.15,-104.9429,-4.147
XVGUSDT,STOP_LOSS,0,2478.1,0.05,-102.7669,-4.147
DGBUSDT,STOP_LOSS,0,2426.72,2.11,-100.636,-4.147
MBLUSDT,TRAILING,0,2376.4,3.0,18.8567,0.793
SPELLUSDT,STOP_LOSS,0,2385.83,0.42,-98.9403,-4.147
RAYUSDT,STOP_LOSS,0,2336.36,0.63,-96.8888,-4.147
SPELLUSDT,TRAILING,0,2287.91,4.63,54.5489,2.384
ACHUSDT,TRAILING,0,2315.19,6.99,108.7346,4.697
BELUSDT,STOP_LOSS,0,2369.56,2.88,-98.2655,-4.147
ACHUSDT,TRAILING,0,2320.42,3.45,28.646,1.235
XNOUSDT,TRAILING,0,2334.75,6.77,104.6831,4.484
RPLUSDT,TRAILING,0,1535.41,7.64,81.9444,5.337
XNOUSDT,STOP_LOSS,0,2387.09,2.2,-98.9926,-4.147
CAKEUSDT,STOP_LOSS,0,2378.56,1.64,-98.6391,-4.147
LISTAUSDT,STOP_LOSS,0,2329.24,1.72,-96.5938,-4.147
XVSUSDT,TRAILING,0,2148.88,3.37,24.6499,1.147
ACHUSDT,TRAILING,0,2293.27,3.15,21.4796,0.937
ACHUSDT,TRAILING,0,2304.01,5.18,67.3742,2.924
BERAUSDT,STOP_LOSS,0,2337.7,0.94,-96.9444,-4.147
DGBUSDT,TRAILING,0,1441.84,3.22,14.53,1.008
AUCTIONUSDT,STOP_LOSS,0,2287.88,0.36,-94.8784,-4.147
RAREUSDT,STOP_LOSS,0,2287.88,2.29,-94.8784,-4.147
QUICKUSDT,STOP_LOSS,0,2201.61,0.89,-91.3009,-4.147
LAYERUSDT,TRAILING,0,2155.96,3.71,31.9034,1.48
LAYERUSDT,STOP_LOSS,0,2171.92,1.04,-90.0693,-4.147
IOSTUSDT,TRAILING,0,2126.88,4.02,38.0548,1.789
AUCTIONUSDT,TRAILING,0,2145.91,6.31,86.5584,4.034
AUCTIONUSDT,TRAILING,0,2189.19,3.78,33.9062,1.549
AUCTIONUSDT,TRAILING,0,2206.14,3.38,25.7301,1.166
ZROUSDT,TRAILING,0,2219.01,7.04,105.3322,4.747
AUCTIONUSDT,STOP_LOSS,0,2271.67,0.0,-94.2062,-4.147
ACXUSDT,STOP_LOSS,0,2224.57,1.74,-92.2529,-4.147
API3USDT,TRAILING,0,928.74,3.78,14.4671,1.558
ZROUSDT,TRAILING,0,2185.68,4.05,39.8201,1.822
